AAVAS,2024-08-16,1685.95,1700,1666.6,1680.1,75900
AWHCL,2024-08-16,759.7,777.4,739.9,742.6,207792
CONSOFINVT,2024-08-16,210,217,203.26,212.56,46030
VPRPL,2024-08-16,243.5,244,232.2,237.75,1642552
BASF,2024-08-16,6635.05,6739,6421.25,6604.5,57797
EXICOM,2024-08-16,407,409.65,392.65,394.15,220605
GEOJITFSL,2024-08-16,102.35,103.28,100.86,102.32,475827
HINDCOMPOS,2024-08-16,551.9,557.85,535.55,545.6,23587
KREBSBIO,2024-08-16,80.9,81.5,78,78.32,9854
PPLPHARMA,2024-08-16,182.91,186.45,181.5,182.08,2493977
SUBEXLTD,2024-08-16,29.91,30.23,29.5,29.81,5680293
SUNDRMFAST,2024-08-16,1361.65,1376.95,1333.15,1340.1,76095
AKUMS,2024-08-16,994,1066.65,977.4,1066.65,982763
GET&D,2024-08-16,1743.65,1774.65,1702.7,1740.15,501351
RUSTOMJEE,2024-08-16,718,770,712.8,745.85,447803
MON100,2024-08-16,156.2,159.55,156.2,159.4,1268743
NAHARPOLY,2024-08-16,325,330.75,323,330.3,32625
NETWORK18,2024-08-16,94.85,97,93.8,95.01,3872195
VALIANTLAB,2024-08-16,114.15,115.49,108,108.39,236289
DCBBANK,2024-08-16,118.39,121.2,117.77,120.81,2197828
CONS,2024-08-16,119.9,119.9,117.6,118.6,2865
AUTOBEES,2024-08-16,258.89,262.8,256.75,261.74,257323
KALAMANDIR,2024-08-16,148,153,143.92,151.9,591539
CHAMBLFERT,2024-08-16,490,498.45,488.05,491.05,1780206
FMNL,2024-08-16,6.87,6.87,6.87,6.87,99258
HDFCBSE500,2024-08-16,37.18,37.39,36.5,37.08,40755
IDEAFORGE,2024-08-16,675,689.8,675,686,187297
INOXGREEN,2024-08-16,185.81,188.02,180.1,184.46,2861642
SBCL,2024-08-16,560.9,595.25,558.55,591.3,121557
APOLLOHOSP,2024-08-16,6556.2,6714.8,6556,6686.9,611092
FORCEMOT,2024-08-16,8139.35,8376.4,8139.35,8288.15,19827
GTPL,2024-08-16,157.1,159.2,156.55,158.34,14529
KOLTEPATIL,2024-08-16,361,365.8,354.55,358.7,115640
PATELENG,2024-08-16,52.98,56.1,51.57,54.67,12163984
SHEMAROO,2024-08-16,154,164.55,154,162.36,154002
ABAN,2024-08-16,75.01,77.58,72.6,77.58,956216
ATULAUTO,2024-08-16,643.9,659,630.1,643.6,31905
BAFNAPH,2024-08-16,87.45,87.45,83.07,83.07,4100
INDUSTOWER,2024-08-16,406.45,413.2,405.45,411.8,4001648
INTELLECT,2024-08-16,948.05,974,945,953.8,169734
TERASOFT,2024-08-16,78.06,78.06,78.06,78.06,28143
TI,2024-08-16,238.8,239.8,224.25,225.65,1703733
AARON,2024-08-16,280,280,271.05,271.5,9133
DBCORP,2024-08-16,340.85,342.95,335,336.7,77270
SDL26BEES,2024-08-16,123.9,123.9,123.1,123.1,1142
BROOKS,2024-08-16,99.1,104,94.42,102.01,96755
CARTRADE,2024-08-16,844,883.3,832.05,878.85,396560
DGCONTENT,2024-08-16,34.8,34.8,32.12,34.54,5014
HINDUNILVR,2024-08-16,2737.9,2753.6,2710.7,2748.25,1727926
IVZINGOLD,2024-08-16,6205.25,6229.95,6175.1,6203.45,125
KRIDHANINF,2024-08-16,4.5,4.5,4.48,4.48,3459
MANKIND,2024-08-16,2239,2305,2216.25,2300.9,1194894
MTEDUCARE,2024-08-16,3.59,3.59,3.41,3.48,34836
NRL,2024-08-16,84.4,84.4,81.51,83.54,74910
PARAGMILK,2024-08-16,195.23,198,194.01,196.07,479320
RBLBANK,2024-08-16,209.5,209.5,205.5,207.11,10509826
REDINGTON,2024-08-16,200.55,203.9,200.4,202.72,800253
ARSHIYA,2024-08-16,4.28,4.48,4.25,4.42,377559
DUCON,2024-08-16,7.97,8.38,7.7,7.99,3121635
PNBGILTS,2024-08-16,120.05,121.81,118.35,119.13,304212
RITES,2024-08-16,658.25,668,654,655.45,666524
SBIETFQLTY,2024-08-16,236.9,236.9,232.93,236.36,2128
SURANASOL,2024-08-16,38.24,38.9,35.12,36.48,512006
WIPL,2024-08-16,221.01,227.97,212.4,222.24,23252
CESC,2024-08-16,174,174.2,168.01,168.87,2672227
GVKPIL,2024-08-16,4.52,4.71,4.52,4.71,17480684
LEMONTREE,2024-08-16,117.39,119.39,115.31,118.96,7062482
MOM100,2024-08-16,61.5,61.79,60.51,61.71,293276
MCX,2024-08-16,4379.55,4669,4379.05,4636.35,1183924
VTL,2024-08-16,495.1,498.55,485.65,493.2,169526
CENTURYPLY,2024-08-16,734.3,738.6,715.05,719.25,125140
DBL,2024-08-16,513.8,517.6,499,505.05,605249
KPIL,2024-08-16,1222,1239,1210.75,1221.15,162011
VEDL,2024-08-16,426,430.85,421.55,429.05,9815524
VINNY,2024-08-16,4.39,4.92,4.3,4.92,8243324
BIGBLOC,2024-08-16,241.75,247.15,241.05,243.75,79757
JISLJALEQS,2024-08-16,67.75,68,66.35,66.87,2510328
MANINDS,2024-08-16,440.85,449.4,431.1,445.65,169614
MUNJALSHOW,2024-08-16,162.1,163.07,158.56,162.3,102523
PRAXIS,2024-08-16,15.1,15.18,14.59,14.59,42797
SIGNPOST,2024-08-16,229.67,265.42,224.94,265.42,874438
WINSOME,2024-08-16,4.11,4.11,3.94,3.94,22154
AJOONI,2024-08-16,7,7,6.5,6.68,1245831
KSOLVES,2024-08-16,1030.05,1033.2,1007.3,1017,27066
ORIENTHOT,2024-08-16,136.9,138.99,133.53,136.71,167389
PTC,2024-08-16,211.13,213.29,204.4,205.88,1743801
WSTCSTPAPR,2024-08-16,580,594.9,575.4,587.7,106795
A2ZINFRA,2024-08-16,17.9,18.2,17.4,18,267492
APTUS,2024-08-16,301.8,304.5,300.25,302.55,273977
BDL,2024-08-16,1330,1340,1300.1,1318.8,1029263
GNFC,2024-08-16,652.25,655.05,646,650.6,549518
IGPL,2024-08-16,602.1,619.95,600.05,607.05,56692
LICNFNHGP,2024-08-16,268.86,274.3,266.24,273.44,570
MBLINFRA,2024-08-16,60,61.49,60,60.83,31440
SUVIDHAA,2024-08-16,5.69,5.79,5.55,5.61,149155
TEXRAIL,2024-08-16,248.4,252.85,245.75,250.35,2624810
VESUVIUS,2024-08-16,4830,5134.95,4811.55,5106.1,37554
VIPIND,2024-08-16,434.75,440.85,431,437.7,204689
HIMATSEIDE,2024-08-16,140,145.4,137.5,142.12,701960
KAUSHALYA,2024-08-16,901.6,901.6,901.6,901.6,182
MURUDCERA,2024-08-16,54.74,57.41,54.13,55.84,157945
RAJESHEXPO,2024-08-16,290,294.3,288.05,289.5,530488
SBFC,2024-08-16,86.21,86.21,84,84.11,1004785
WHEELS,2024-08-16,791,803.95,789.1,796.1,24881
CELEBRITY,2024-08-16,16.3,16.6,16.11,16.37,151287
GOLDETFADD,2024-08-16,69.98,70.45,69.11,69.78,82232
EUROTEXIND,2024-08-16,13.12,13.76,12.51,13,2979
AADHARHFC,2024-08-16,388.5,401.7,381.85,394.4,1371483
GOACARBON,2024-08-16,702.85,714,700.05,706.2,20477
INDSWFTLAB,2024-08-16,148,148.79,127.55,136.98,1277281
KAJARIACER,2024-08-16,1389.15,1392.55,1375.05,1380.3,105582
MOHEALTH,2024-08-16,41.79,41.79,41.15,41.56,18745
PAGEIND,2024-08-16,40450.5,41152.75,40450.5,40947.5,5230
RCF,2024-08-16,190,194.15,189.1,192.18,5361987
SPLIL,2024-08-16,60.4,60.4,58,59.34,39806
TECHM,2024-08-16,1558.4,1589,1531.3,1585.3,3224481
INDHOTEL,2024-08-16,619.65,625.6,611.15,623.2,1277279
WANBURY,2024-08-16,181.6,187,178.5,186.52,145052
20MICRONS,2024-08-16,295.25,302,290.8,296.5,276858
ABBOTINDIA,2024-08-16,27203.75,28014.8,27110.5,27929.9,22838
AIAENG,2024-08-16,4570,4624,4521.85,4550.35,43258
DPWIRES,2024-08-16,400,414.75,399,404,67474
GUJALKALI,2024-08-16,729.95,729.95,715,720.8,49935
NBIFIN,2024-08-16,2385,2385,2301,2325,33
ORIENTALTL,2024-08-16,10.77,11,10.51,10.78,92298
PIONEEREMB,2024-08-16,45.78,46.5,43.79,44.23,49240
RRKABEL,2024-08-16,1595,1643.3,1588.05,1634.2,140604
DAVANGERE,2024-08-16,7.23,7.5,7.16,7.21,9869208
GLOBUSSPR,2024-08-16,868.7,879.85,850,854.55,154958
LIQUIDSBI,2024-08-16,1000.01,1000.01,999.99,999.99,22594
WOCKPHARMA,2024-08-16,957,957,915,937.5,124660
ALOKINDS,2024-08-16,25.05,25.5,24.92,25.3,9181334
ASAHIINDIA,2024-08-16,621,640.95,616.5,638.45,69900
CAPITALSFB,2024-08-16,302.8,306,289.55,297.55,178414
DHAMPURSUG,2024-08-16,201.35,205.96,199.25,203.62,455675
ELIN,2024-08-16,211,212.84,205,207.29,184939
JPOLYINVST,2024-08-16,793.05,869.9,793.05,847.55,12032
MUTHOOTCAP,2024-08-16,295,300,293.65,296.35,26418
RSYSTEMS,2024-08-16,471,481.95,464,466.25,100151
UMAEXPORTS,2024-08-16,87.5,88.74,86,87.96,70225
EIDPARRY,2024-08-16,754,764.8,746.9,761.2,309015
GRASIM,2024-08-16,2512.4,2608,2512.4,2600.35,725887
HECPROJECT,2024-08-16,100.84,100.88,100.84,100.85,8859
ICICIBANK,2024-08-16,1170,1193,1165.65,1187.25,10961370
JSWSTEEL,2024-08-16,900,910.7,882.55,908.45,2208842
KKCL,2024-08-16,627.4,630,615,619.15,22293
OMINFRAL,2024-08-16,185,193.49,182.35,192.07,197401
RSSOFTWARE,2024-08-16,309,317.2,295,317.2,149999
SHREYANIND,2024-08-16,257.35,260.7,256.7,257.95,11513
TARSONS,2024-08-16,445,449,420,423.15,251212
INCREDIBLE,2024-08-16,49.8,49.8,46.51,47.5,16975
INDOTECH,2024-08-16,1816.05,1888,1815,1865.3,10233
AXSENSEX,2024-08-16,80.57,81.54,80.38,81.53,810
HESTERBIO,2024-08-16,2512.1,2558.35,2495.75,2531.15,9043
MIRZAINT,2024-08-16,43.79,43.85,43.08,43.28,115708
MOVALUE,2024-08-16,104.15,106.38,104.15,106.23,129044
RAMANEWS,2024-08-16,19.95,20.44,19.95,20.11,42862
TEJASNET,2024-08-16,1214.4,1239.85,1202.5,1206.4,170093
TRITURBINE,2024-08-16,790,816,765.05,810,2952650
AKZOINDIA,2024-08-16,3174.85,3223.05,3164,3189.2,5361
ARROWGREEN,2024-08-16,854.95,878,812.35,827.95,110543
LTGILTBEES,2024-08-16,26.47,26.53,26.41,26.46,2998623
PLASTIBLEN,2024-08-16,294,294.05,286,286.95,33021
PNC,2024-08-16,68.95,70.25,68.24,68.64,51065
TRIDENT,2024-08-16,37.23,37.35,36.95,37.09,4735354
AUROPHARMA,2024-08-16,1525,1527,1421.45,1502.75,4458082
FINEORG,2024-08-16,5234.25,5360,5184.35,5269.8,22592
NECLIFE,2024-08-16,30.55,30.85,29.83,29.93,469398
NILAINFRA,2024-08-16,13.95,13.95,13,13.35,1228231
GTL,2024-08-16,14.45,14.49,13.77,13.96,1228498
ICICIB22,2024-08-16,115.97,117.8,114.52,115.98,1167659
MANAKCOAT,2024-08-16,58.99,59.8,57,58.92,144334
RALLIS,2024-08-16,336,339.55,333.7,336.6,238442
SBIETFCON,2024-08-16,120,120.69,119.21,120.56,5984
AXISCADES,2024-08-16,510.95,524.65,508,510.85,126610
CSBBANK,2024-08-16,320.25,320.65,314.3,318.85,211609
DCMNVL,2024-08-16,207,219.9,207,217.15,31659
HDFCMID150,2024-08-16,21.09,21.4,21.01,21.36,184085
BATAINDIA,2024-08-16,1390.95,1424.15,1385,1421.15,363962
BUTTERFLY,2024-08-16,845.25,867.9,845.25,861.4,6830
CRAFTSMAN,2024-08-16,5395,5524.4,5291.45,5430.65,75395
INDIGO,2024-08-16,4240,4289.9,4200,4277.7,727461
BANKNIFTY1,2024-08-16,517.73,520,512.77,518.56,49198
NATCOPHARM,2024-08-16,1468.1,1495.4,1456.85,1461.95,745785
UNIONBANK,2024-08-16,117.74,118.94,116.7,117.53,8032926
3IINFOLTD,2024-08-16,33.32,34.35,32.4,33.61,765078
AXISBNKETF,2024-08-16,511.68,517.15,508.31,515.64,2461
DMCC,2024-08-16,289.5,297.75,282.05,283.2,48527
GIPCL,2024-08-16,212,217.2,209,215.8,534148
ITC,2024-08-16,494.5,504.2,492.65,502.65,13137392
RPEL,2024-08-16,1029.9,1100,987.25,1084,32299
RUSHIL,2024-08-16,36.05,36.35,33.85,34.3,1856092
SHREYAS,2024-08-16,334.15,339,327.15,329.3,64130
URAVI,2024-08-16,514,535,500,529.95,222
AAKASH,2024-08-16,12.86,13.3,12.03,12.84,230792
TECH,2024-08-16,43,44.01,41.86,43.64,886526
JAGSNPHARM,2024-08-16,362.95,372.85,349.75,353.35,47841
JAYAGROGN,2024-08-16,321.95,325,302.4,311.15,170927
JINDRILL,2024-08-16,630.05,640.9,630.05,636.05,25926
CPSEETF,2024-08-16,101.74,102,100.5,101.84,3368980
ENGINERSIN,2024-08-16,216,220.1,212.9,215.2,4731390
SIGMA,2024-08-16,372,372,362,365.2,10341
SJVN,2024-08-16,144,144.64,142,142.96,10909616
ALPHAGEO,2024-08-16,435.95,448.45,426,437.35,8384
CROMPTON,2024-08-16,429.05,442,429.05,440.3,2956706
OMAXAUTO,2024-08-16,137.99,144.88,135.1,144.74,48519
RELIGARE,2024-08-16,238,240.05,235.5,237.6,806193
SAMHI,2024-08-16,190.9,197.89,189.01,194.19,1634354
MAPMYINDIA,2024-08-16,2131,2279,2131,2246.55,479505
GLOBAL,2024-08-16,171.55,173.57,170,171.91,21404
JKTYRE,2024-08-16,400,400,392,396.55,667512
ITBEES,2024-08-16,42.79,43.95,42.61,43.72,8291881
SOBHA,2024-08-16,1698,1728,1697.65,1718.5,209452
ACI,2024-08-16,720,755,720,749.75,681984
AUTOAXLES,2024-08-16,1861.1,1928.55,1860.05,1922.65,14276
CYBERMEDIA,2024-08-16,27.39,27.39,26.2,26.6,23137
INVENTURE,2024-08-16,2.89,2.94,2.81,2.85,4878760
MRO-TEK,2024-08-16,82.55,86.21,82.55,86.21,11725
AGRITECH,2024-08-16,214.8,218,206.35,210.91,17565
ASHOKAMET,2024-08-16,19,19.16,18.4,18.72,130261
BBNPNBETF,2024-08-16,49.78,50.5,49.5,50.33,4236
KSHITIJPOL,2024-08-16,6.38,6.49,6.18,6.28,1065953
FCSSOFT,2024-08-16,3.74,3.75,3.65,3.65,3442947
REPL,2024-08-16,171.2,173.94,171.2,171.84,6270
VARDHACRLC,2024-08-16,61.27,62.63,59.86,60.93,104528
BANDHANBNK,2024-08-16,192.5,193.5,189.75,191.59,11031971
BANKINDIA,2024-08-16,115.95,116.74,115.54,116.01,3826316
ICDSLTD,2024-08-16,38,38.1,38,38.1,773
RSWM,2024-08-16,215.7,218.65,211.05,217.45,201513
BHAGERIA,2024-08-16,172.5,175.14,165.66,169.19,125291
GABRIEL,2024-08-16,518.7,544.95,484,488.05,2071760
IRMENERGY,2024-08-16,429.9,429.9,404,408.5,311999
LORDSCHLO,2024-08-16,134.12,140.75,134.12,139.74,23075
NIBL,2024-08-16,38,41.45,36.7,39.89,86344
BALAXI,2024-08-16,107.5,112,107.5,110.41,30681
NV20,2024-08-16,155.08,159.99,155.08,159.38,15637
MUKANDLTD,2024-08-16,154,154.25,148.55,149.07,219833
POWERGRID,2024-08-16,333,339.55,330.6,338.6,13013828
SELMC,2024-08-16,64.42,67.64,61.19,67.62,52290
SHRENIK,2024-08-16,0.89,0.89,0.89,0.89,312649
TECHNOE,2024-08-16,1599.45,1647.25,1595,1647.25,187938
VGUARD,2024-08-16,521.3,530.9,516.85,524.15,652898
XCHANGING,2024-08-16,120.4,122.82,120.1,121.36,286427
BCLIND,2024-08-16,65,65.5,59.5,60.2,7633954
COFFEEDAY,2024-08-16,38.58,38.58,38.58,38.58,798107
SENSEXADD,2024-08-16,81.42,81.47,79.51,81.16,3451
ENDURANCE,2024-08-16,2506.3,2538.95,2485.55,2509.65,40777
HNDFDS,2024-08-16,563,584.8,560.7,574.95,122354
LICNETFSEN,2024-08-16,899.78,905.97,881.58,893.05,1041
PRECOT,2024-08-16,535.9,540,499.1,501.55,14039
ZUARIIND,2024-08-16,328.25,333.95,327.4,329.9,97675
BAGFILMS,2024-08-16,8.72,8.95,8.67,8.71,118250
CANFINHOME,2024-08-16,805.4,839,805.4,834.55,397103
EBBETF0431,2024-08-16,1249.3,1249.3,1240.02,1241.53,4513
GEPIL,2024-08-16,430.6,439,420.1,428.25,100096
LAOPALA,2024-08-16,307.3,312.05,303.5,310.6,91923
MANAKALUCO,2024-08-16,28.33,29.5,27.65,28.38,24703
PLAZACABLE,2024-08-16,85.99,86.66,84.69,85.77,106329
SAKUMA,2024-08-16,9.18,9.4,8.7,9.03,10558280
AARTECH,2024-08-16,72.95,73.79,67.84,68.18,52039
AMNPLST,2024-08-16,319.35,322.2,313.3,317.95,11727
AVANTEL,2024-08-16,183.02,184,177,179.1,571193
MOMENTUM,2024-08-16,36.05,36.24,35.57,36.16,88625
DPSCLTD,2024-08-16,19.7,19.8,18.93,19.34,564325
HAVELLS,2024-08-16,1871,1890.9,1852.5,1876.45,1620998
AUTOIETF,2024-08-16,26.21,26.21,25.69,26.11,453435
ISFT,2024-08-16,126.45,130,124.6,125.31,82567
RKFORGE,2024-08-16,949,957.95,924.9,932.5,508331
RATNAVEER,2024-08-16,180,180,173.3,177.14,118359
SHYAMCENT,2024-08-16,16.99,17.45,16.7,16.98,150222
SWARAJENG,2024-08-16,2926.25,2944.6,2900.4,2915.55,3929
ABSLLIQUID,2024-08-16,1000,1000.01,999.99,1000.01,1619
COUNCODOS,2024-08-16,6.83,6.99,6.55,6.73,69390
BANKIETF,2024-08-16,50.81,51.49,50.64,51.33,297494
JUBLINDS,2024-08-16,1684,1684,1586.05,1647.9,33059
NELCAST,2024-08-16,139.8,143,139.8,142.27,42028
NINSYS,2024-08-16,503,508.9,474,479.75,7716
SCHAND,2024-08-16,219.96,221.28,214.15,214.62,28299
TATATECH,2024-08-16,994.95,1012,993.15,999.05,1201484
ARVSMART,2024-08-16,691.9,709.1,691.9,702.65,23531
ATAM,2024-08-16,172.16,174.94,169,170.71,61393
DELHIVERY,2024-08-16,419.95,421.95,410,416.55,2549670
IRFC,2024-08-16,181,182.25,178.35,178.77,19956147
MARSHALL,2024-08-16,31.9,32.5,30.4,31.9,42729
MAHKTECH,2024-08-16,13.41,13.5,13.35,13.42,238980
POLYPLEX,2024-08-16,1230,1311,1215.1,1294.2,2675286
RTNINDIA,2024-08-16,86.24,86.24,79.5,79.83,18887501
HGINFRA,2024-08-16,1530,1549,1510.8,1536.9,83950
HINDPETRO,2024-08-16,376.6,382,373.65,379.85,7276293
MNC,2024-08-16,30.61,31.6,30.3,31.2,26161
KOTHARIPRO,2024-08-16,179,187.75,175.5,183.38,26830
IXIGO,2024-08-16,154.35,156.5,151.6,155.27,622707
NEULANDLAB,2024-08-16,11462.35,11748.95,11462.35,11665.15,47171
PARSVNATH,2024-08-16,16.8,17.55,16.56,17.3,1195445
RAIN,2024-08-16,155.48,155.86,153.28,154.84,1093970
ZENSARTECH,2024-08-16,747,805,747,797.6,4344166
AARTIPHARM,2024-08-16,581.2,587.5,569.85,585.75,157818
EXPLEOSOL,2024-08-16,1257.8,1288.9,1257.2,1271.8,10705
GRINFRA,2024-08-16,1622.45,1629,1528.35,1604.5,32217
GANESHHOUC,2024-08-16,855.9,878.3,850.3,874.7,53774
MMP,2024-08-16,369.9,372,361,367.3,67340
MOTOGENFIN,2024-08-16,36.15,37.69,36.05,37.16,24534
APOLLOTYRE,2024-08-16,490,491.55,480.05,485.15,1682594
CHEVIOT,2024-08-16,1414.75,1447,1385,1437.45,11083
GANDHAR,2024-08-16,209.95,209.95,206.3,207.48,166775
HDFCBANK,2024-08-16,1628.5,1634.15,1611,1632.1,13924623
KRITI,2024-08-16,231,233.69,223.5,228.38,61283
SIRCA,2024-08-16,330,338.9,323.5,325.4,107930
TALBROAUTO,2024-08-16,340.4,350.8,340.1,347.3,133763
TTML,2024-08-16,90,90.45,87.89,89.26,6425103
BHAGYANGR,2024-08-16,101.55,102.9,99.25,99.71,46419
BSL,2024-08-16,210,219,210,213.75,13742
ESAFSFB,2024-08-16,50.5,50.99,49.7,50.15,631133
HDFCGROWTH,2024-08-16,124.25,126.64,123.65,126.11,14324
CONSUMIETF,2024-08-16,120.72,121.2,119.5,120.95,116987
ROSSARI,2024-08-16,910.2,919.8,895.5,910.65,96908
GKWLIMITED,2024-08-16,3846.95,3926.45,3771,3795.4,1142
JETFREIGHT,2024-08-16,14.1,14.5,14,14.25,146549
KILITCH,2024-08-16,330,334.45,321,323.7,8486
LIBAS,2024-08-16,17.2,17.33,16.86,17.16,54274
MGEL,2024-08-16,24.72,25.5,24.18,24.87,74106
PEARLPOLY,2024-08-16,35.88,35.88,34.2,35.12,139426
SCI,2024-08-16,266.05,274,264.95,271,5191821
WESTLIFE,2024-08-16,797,807.75,790.4,805.7,21170
ASHIANA,2024-08-16,351.15,352.6,344.75,345.9,39555
BEML,2024-08-16,3734.9,3769.85,3655.5,3732.05,472835
DEEPINDS,2024-08-16,317,320.05,310.05,312.7,182799
LLOYDSME,2024-08-16,744.7,744.9,728.5,740,913932
MOM50,2024-08-16,251.95,251.99,248.63,251.06,1645
BECTORFOOD,2024-08-16,1442.5,1495,1442.45,1460.55,298486
SATINDLTD,2024-08-16,106.84,109.4,104.11,107.67,539707
UNIPARTS,2024-08-16,482.9,484,470,475.9,161579
MANYAVAR,2024-08-16,1119.7,1143.7,1110.8,1121.5,66194
ASKAUTOLTD,2024-08-16,405.4,419.5,405.35,417.55,433811
BIL,2024-08-16,471.6,478.5,452.2,460.5,4222
GSPL,2024-08-16,320.05,323.05,318.05,318.65,424099
M&M,2024-08-16,2789,2845.05,2776.15,2840.45,4376092
TNPL,2024-08-16,225.6,230,224.55,228.6,127568
TRENT,2024-08-16,6440,6548,6440,6502.4,1153478
YUKEN,2024-08-16,1303,1303,1226.6,1255.9,13638
APOLLO,2024-08-16,109.89,111.5,107.7,109.07,3493608
CLSEL,2024-08-16,257.9,264.55,252.34,254.09,609177
DEVYANI,2024-08-16,170.6,173.45,167.37,170.31,4760837
FIBERWEB,2024-08-16,50.99,51.18,48.04,49.26,114897
HERANBA,2024-08-16,454,469.4,446.9,458.3,303593
PILITA,2024-08-16,12.45,12.45,12.1,12.19,115239
PRSMJOHNSN,2024-08-16,156.98,159,155,155.92,1202745
XPROINDIA,2024-08-16,1091.3,1140,1072.15,1133.55,45041
BIRLAMONEY,2024-08-16,158,161.8,157.5,158.32,39839
DEN,2024-08-16,51.45,51.45,49.34,49.96,2924810
FEDERALBNK,2024-08-16,203.01,204.9,201.69,203.67,5776204
HDFCNIFBAN,2024-08-16,50.86,51.6,50.86,51.54,37228
INDORAMA,2024-08-16,44.1,44.64,43.5,43.84,80423
RBL,2024-08-16,959.45,987,958,971.8,28193
STERTOOLS,2024-08-16,415,439.9,410.3,430.75,716595
TATACOMM,2024-08-16,1842.95,1870,1840.15,1864.6,146375
DHUNINV,2024-08-16,1530,1550,1495.55,1500.15,3879
GARFIBRES,2024-08-16,3661.95,3728.25,3646.6,3703.25,8251
MINDACORP,2024-08-16,514.4,527,513.15,517.45,950206
GOLDBEES,2024-08-16,59.38,59.53,59.11,59.47,9800739
ONELIFECAP,2024-08-16,17,17.29,16.55,17.09,21929
SCPL,2024-08-16,414,419.45,400.35,402.2,17988
SIYSIL,2024-08-16,484.9,493.15,484.9,488.15,30559
TEGA,2024-08-16,1694.9,1694.9,1670,1680.05,13547
ADANIENT,2024-08-16,3070,3121.6,3039.35,3108.8,970067
GRMOVER,2024-08-16,234.34,255,230.05,246.22,1598405
PPL,2024-08-16,557,574.2,529.1,570.45,1024628
SHEKHAWATI,2024-08-16,8.07,8.07,8.07,8.07,28121
SYNCOMF,2024-08-16,15.99,16,15.36,15.52,2934862
TTL,2024-08-16,116.7,118.59,113.6,114.34,32224
THANGAMAYL,2024-08-16,1770,1828,1760.85,1797.55,67001
BVCL,2024-08-16,67.6,67.6,64,64.75,21758
GODREJPROP,2024-08-16,2910,2951.45,2897.1,2940.25,651391
HINDCOPPER,2024-08-16,306,315.5,298.5,313.95,14292228
IRISDOREME,2024-08-16,62.25,63.47,62,62.8,100625
SRGHFL,2024-08-16,374.6,389,370,374.6,4774
TRU,2024-08-16,46.25,47.58,44.35,46.61,3151172
TVVISION,2024-08-16,9.07,9.07,9.07,9.07,12230
BEDMUTHA,2024-08-16,227.64,227.64,227.64,227.64,13849
MANOMAY,2024-08-16,295.1,303.9,288.05,302.15,44394
PVRINOX,2024-08-16,1460,1503.2,1457,1500.05,1047796
SHIVATEX,2024-08-16,193.99,193.99,181.15,184.73,17923
AVALON,2024-08-16,468,495.3,467,488.8,215859
CONFIPET,2024-08-16,81.8,81.94,80.6,81.54,822327
MUFTI,2024-08-16,177.85,178.5,172.52,173.59,140224
INDOBORAX,2024-08-16,191.5,195.76,189.5,192.59,87551
POLYCAB,2024-08-16,6460,6709,6415.05,6674.35,479575
RKEC,2024-08-16,123.78,123.78,123.78,123.78,23797
SAFARI,2024-08-16,2400,2406,2373.15,2399.6,69507
ANUP,2024-08-16,1903,1913.2,1870,1896.15,36877
UTISXN50,2024-08-16,88.01,89.09,87.67,88.97,1798
AWFIS,2024-08-16,739.25,739.25,712,720.1,285146
MAHABANK,2024-08-16,61.25,61.46,60.81,61.17,5820935
PSUBNKIETF,2024-08-16,69.69,70,68.65,69.32,137111
ESSENTIA,2024-08-16,4.62,4.87,4.42,4.51,27679991
TVSMOTOR,2024-08-16,2625,2635.15,2572.85,2600.25,1089926
AMBUJACEM,2024-08-16,625,641.95,623.45,640.5,958226
ARCHIDPLY,2024-08-16,130.36,142,129.6,140.03,175105
ASTRAMICRO,2024-08-16,830,882,828.05,877.35,721614
AXISBPSETF,2024-08-16,12.3,12.3,11.75,11.94,30485
CREST,2024-08-16,438.8,484,436,456.65,1249512
RETAIL,2024-08-16,39.08,41,37.1,37.54,82436
SRHHYPOLTD,2024-08-16,552,580.05,545.05,567.9,46096
ADSL,2024-08-16,207.85,215.1,205.52,212.54,335821
CONCOR,2024-08-16,955,981,954.2,978.95,1098849
EGOLD,2024-08-16,71.9,72.2,71.1,72.1,51233
GLAXO,2024-08-16,2830,2966.95,2829.05,2905.85,139605
SETFGOLD,2024-08-16,61.67,61.67,61,61.31,1323985
SMLISUZU,2024-08-16,2019,2036.25,1979.05,2003.5,10414
TARACHAND,2024-08-16,437.9,437.9,416.15,422,7696
AEGISLOG,2024-08-16,752,761,735.4,749.75,226848
BLKASHYAP,2024-08-16,113.4,114,109.3,111.97,1738733
LINC,2024-08-16,590.5,612,587.4,602.4,43658
NGIL,2024-08-16,39.65,39.66,38,38.09,22569
SANDUMA,2024-08-16,516.9,522,486.95,488.6,346645
SKFINDIA,2024-08-16,5143.15,5172,5053.3,5083.45,135076
AGROPHOS,2024-08-16,42.7,44.44,42.7,43.49,44111
ASTRAZEN,2024-08-16,6589.7,6656,6531.05,6637.2,6372
KINGFA,2024-08-16,2948.75,2974.95,2887.55,2902.9,3759
MADRASFERT,2024-08-16,113.9,114.94,109.06,111.35,2847097
RPPINFRA,2024-08-16,199.88,209,189.82,194.94,241219
SHYAMTEL,2024-08-16,15.46,15.5,15.46,15.5,1573
THEMISMED,2024-08-16,250,279.6,250,263.7,1385485
ARVIND,2024-08-16,408.5,414,396.05,400.85,747992
BBTC,2024-08-16,2275.65,2299.7,2240,2283.85,77429
HGS,2024-08-16,731,762.15,721,723.9,171816
